,contract,exchange_time,underlying_index,forward_price,spot_price,usd_multiplier,mark_price,bid_price,ask_price,bid_size,ask_size,mark_iv,bid_iv,ask_iv,delta,vega,theta,gamma,open_interest,volume,mat_id,strike,optiontype,expiry,ttm,contract_size,interest_rate
10,SPY240614C00420000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,121.98,121.07,122.89,1,1,,,,1,0,0,0,13,1,14-Jun-24,420,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
11,SPY240614C00425000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,116.73,115.65,117.81,1,1,4.212368986,,,0.995073992,0.174879686,-2872.989863,0.000274239,13,4,14-Jun-24,425,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
12,SPY240614C00430000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,111.815,110.7,112.93,1,1,4.386190891,,,0.991003137,0.298348064,-5089.999163,0.000449317,18,1,14-Jun-24,430,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
13,SPY240614C00435000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,106.96,106.07,107.85,1,1,4.564872107,,,0.984841555,0.469611451,-8326.932457,0.000679559,13,3,14-Jun-24,435,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
14,SPY240614C00440000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,102.085,101.19,102.98,1,1,4.586439605,,,0.979654004,0.603924479,-10753.96758,0.000869809,45,1,14-Jun-24,440,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
15,SPY240614C00445000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,96.505,95.12,97.89,1,1,,,,1,0,0,0,32,1,14-Jun-24,445,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
16,SPY240614C00448000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,93.725,92.64,94.81,1,1,3.353321618,,,0.994277837,0.199915684,-2617.049365,0.000393812,4,4,14-Jun-24,448,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
17,SPY240614C00450000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,91.735,90.61,92.86,1,1,3.329587094,,,0.993568905,0.221801996,-2881.179121,0.00044004,29,4,14-Jun-24,450,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
18,SPY240614C00453000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,88.715,87.47,89.96,1,1,3.126421677,,4.93940853,0.994625532,0.189044841,-2309.715223,0.000399424,1760,1760,14-Jun-24,453,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
19,SPY240614C00455000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,86.715,85.5,87.93,1,1,3.057009002,,4.81718586,0.994515701,0.192488965,-2299.744578,0.000415935,13,3,14-Jun-24,455,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
20,SPY240614C00457000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,84.52,83.11,85.93,1,1,,,4.719067335,1,0,0,0,2,1,14-Jun-24,457,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
21,SPY240614C00460000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,81.69,80.47,82.91,1,1,2.738740074,,4.556825554,0.996042422,0.14367518,-1544.356829,0.000346536,37,1,14-Jun-24,460,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
22,SPY240614C00465000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,76.695,76.1,77.29,1,1,2.605823881,,3.769766388,0.995415834,0.163965862,-1675.472526,0.000415648,73,5,14-Jun-24,465,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
23,SPY240614C00468000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,73.675,72.4,74.95,1,1,2.363129031,,4.195901231,0.996994138,0.112039332,-1045.773478,0.000313184,6,,14-Jun-24,468,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
24,SPY240614C00470000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,71.955,71.09,72.82,1,1,3.127616509,,4.004839336,0.978935248,0.621964113,-7559.068768,0.001313617,13,2,14-Jun-24,470,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
25,SPY240614C00471000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,70.775,70.12,71.43,1,1,2.717003839,,3.640047901,0.989122855,0.352253603,-3729.117083,0.000856411,12,1,14-Jun-24,471,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
26,SPY240614C00475000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,66.955,66.09,67.82,1,1,2.927543958,,3.764841235,0.977643615,0.65406836,-7441.219454,0.001475831,59,3,14-Jun-24,475,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
27,SPY240614C00476000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,65.995,65.11,66.88,1,1,2.945826891,,3.758413384,0.975229466,0.71305143,-8161.026275,0.001598934,0,10,14-Jun-24,476,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
28,SPY240614C00477000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,65.01,64.11,65.91,1,1,2.925836585,,3.730276786,0.974130988,0.739473597,-8405.435685,0.001669512,3,4,14-Jun-24,477,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
29,SPY240614C00478000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,63.675,63.1,64.25,1,1,2.049674528,,3.158460485,0.996596184,0.125399269,-1016.199986,0.000404135,23,1,14-Jun-24,478,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
30,SPY240614C00479000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,62.515,61.7,63.33,1,1,,,3.190569281,1,0,0,0,11,1,14-Jun-24,479,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
31,SPY240614C00480000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,61.98,61.07,62.89,1,1,2.763326119,,3.571633526,0.974769859,0.724137191,-7775.526073,0.001731034,30,1,14-Jun-24,480,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
32,SPY240614C00481000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,60.895,60.1,61.69,1,1,2.596210914,,3.387284625,0.979458686,0.608839314,-6146.391858,0.0015491,12,1,14-Jun-24,481,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
33,SPY240614C00482000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,59.56,58.22,60.9,1,1,,,3.481238186,1,0,0,0,3,1,14-Jun-24,482,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
34,SPY240614C00483000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,58.485,57.01,59.96,1,1,,,3.470451558,1,0,0,0,2,1,14-Jun-24,483,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
35,SPY240614C00484000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,57.97,57.02,58.92,1,1,2.589006224,,3.396790434,0.97396613,0.743417458,-7479.87943,0.001896778,2,3,14-Jun-24,484,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
36,SPY240614C00485000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,56.595,55.5,57.69,1,1,,,3.198722264,1,0,0,0,4025,1,14-Jun-24,485,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
37,SPY240614C00486000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,55.66,54.5,56.82,1,1,1.657096836,,3.236977469,0.998106034,0.073473287,-492.2424041,0.000292886,28,5,14-Jun-24,486,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
38,SPY240614C00487000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,54.795,53.91,55.68,1,1,2.184649434,,3.097637565,0.984898781,0.468085481,-3983.679027,0.001415338,11,1,14-Jun-24,487,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
39,SPY240614C00488000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,54.01,53.07,54.95,1,1,2.47819337,,3.220012225,0.969994383,0.836823535,-8057.86025,0.002230568,270,3,14-Jun-24,488,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
40,SPY240614C00489000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,52.99,52.08,53.9,1,1,2.413496646,,3.141429532,0.970774383,0.818715527,-7678.679393,0.0022408,7,1,14-Jun-24,489,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
41,SPY240614C00490000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,51.665,50.5,52.83,1,1,1.596947354,,3.050701709,0.99726664,0.102768933,-656.5947515,0.000425097,1947,2,14-Jun-24,490,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
42,SPY240614C00491000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,50.6,49.39,51.81,1,1,,,2.990347788,1,0,0,0,148,16,14-Jun-24,491,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
43,SPY240614C00492000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,49.98,49.11,50.85,1,1,2.280423252,,2.966081577,0.970052467,0.835478908,-7404.671726,0.00242012,57,1,14-Jun-24,492,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
44,SPY240614C00492500,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,49.26,48.02,50.5,1,1,1.908139287,,3.027674445,0.986643789,0.421027373,-3134.238121,0.001457529,1,1,14-Jun-24,492.5,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
45,SPY240614C00493000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,48.66,48.05,49.27,1,1,1.454708733,,2.521685022,0.99789026,0.081123233,-478.028187,0.000368371,30,11,14-Jun-24,493,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
46,SPY240614C00494000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,47.72,46.52,48.92,1,1,1.747810134,,2.909137532,0.99031652,0.318224874,-2176.306622,0.001202698,4,1,14-Jun-24,494,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
47,SPY240614C00495000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,46.31,45.32,47.3,1,1,,,2.457688441,1,0,0,0,3039,6,14-Jun-24,495,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
48,SPY240614C00496000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,45.595,44.51,46.68,1,1,,,2.672230686,1,0,0,0,23,4,14-Jun-24,496,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
49,SPY240614C00497000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,44.675,44.09,45.26,1,1,1.461796553,,2.338091762,0.995417373,0.163916493,-949.4685993,0.000740717,5,2,14-Jun-24,497,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
50,SPY240614C00497500,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,44.065,43.1,45.03,1,1,,,2.507642506,1,0,0,0,2,2,14-Jun-24,497.5,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
51,SPY240614C00498000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,43.865,43.09,44.64,1,1,1.895337724,,2.553174142,0.975733792,0.700835399,-5168.890027,0.002442566,266,1,14-Jun-24,498,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
52,SPY240614C00499000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,42.705,41.47,43.94,1,1,1.531642073,,2.674252797,0.991195917,0.292724946,-1758.522033,0.001262465,20,2,14-Jun-24,499,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
53,SPY240614C00500000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,41.985,41.08,42.89,1,1,1.962973069,,2.598490077,0.965346693,0.942515256,-7191.279973,0.003171691,15839,13,14-Jun-24,500,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
54,SPY240614C00501000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,40.62,39.43,41.81,1,1,,,2.506643256,1,0,0,0,33,2,14-Jun-24,501,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
55,SPY240614C00502000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,39.655,38.37,40.94,1,1,1.130009587,,2.525736162,0.998510627,0.058861098,-278.8168682,0.000344083,30,30,14-Jun-24,502,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
56,SPY240614C00502500,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,39.215,37.98,40.45,1,1,1.446339299,,2.505960472,0.989253696,0.348554622,-1974.821605,0.001591906,25,183,14-Jun-24,502.5,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
57,SPY240614C00503000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,38.705,37.52,39.89,1,1,1.39949011,,2.450685366,0.990454807,0.314240119,-1725.440393,0.00148323,167,130,14-Jun-24,503,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
58,SPY240614C00504000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,37.935,37.06,38.81,1,1,1.748283685,,2.360181785,0.966649025,0.913266875,-6208.979972,0.003450664,22,11,14-Jun-24,504,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
59,SPY240614C00505000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,36.94,36.04,37.84,1,1,1.713748251,,2.326507966,0.965539144,0.938210457,-6252.43468,0.003616347,96,9,14-Jun-24,505,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
60,SPY240614C00506000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,36,35.12,36.88,1,1,1.733184267,,2.297089482,0.959833524,1.063407808,-7164.078366,0.004052956,58,1,14-Jun-24,506,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
61,SPY240614C00507000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,34.805,33.71,35.9,1,1,1.468431781,,2.25708733,0.977152469,0.666173643,-3812.354518,0.00299675,142,3,14-Jun-24,507,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
62,SPY240614C00507500,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,34.2,33.02,35.38,1,1,1.235508653,,2.222477069,0.990192757,0.321783384,-1562.017967,0.001720421,6,3,14-Jun-24,507.5,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
63,SPY240614C00508000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,33.945,33.09,34.8,1,1,1.598484669,,2.158535339,0.962812122,0.998663998,-6207.895417,0.004126936,209,9,14-Jun-24,508,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
64,SPY240614C00509000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,32.775,31.57,33.98,1,1,1.347887252,,2.194122467,0.979594822,0.605414703,-3183.807905,0.002966991,84,4,14-Jun-24,509,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
65,SPY240614C00510000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,31.415,31.09,31.74,1,1,,,1.248963105,1,0,0,0,1572,29,14-Jun-24,510,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
66,SPY240614C00511000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,30.995,30.13,31.86,1,1,1.522514432,,2.037979829,0.955561824,1.154071119,-6830.886751,0.00500712,287,60,14-Jun-24,511,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
67,SPY240614C00512000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,29.445,28.53,30.36,1,1,,,1.732720406,1,0,0,0,195,23,14-Jun-24,512,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
68,SPY240614C00512500,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,29.18,28.18,30.18,1,1,1.005487367,,1.878210879,0.992500446,0.254148441,-1011.798545,0.001669658,62,2,14-Jun-24,512.5,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
69,SPY240614C00513000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,28.82,28.38,29.26,1,1,1.264159947,,1.627088273,0.971707357,0.796908182,-3925.617923,0.004164118,121,1,14-Jun-24,513,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
70,SPY240614C00514000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,27.895,26.9,28.89,1,1,1.308407143,,1.899793371,0.962261312,1.010735422,-5146.515686,0.005102833,184,7,14-Jun-24,514,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
71,SPY240614C00515000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,26.685,25.51,27.86,1,1,0.944314065,,1.835778178,0.990909548,0.301071101,-1123.351101,0.002106054,5506,37,14-Jun-24,515,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
72,SPY240614C00516000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,25.65,25.04,26.26,1,1,0.62075773,,1.490716408,0.999695479,0.012885341,-52.62670901,0.000137117,381,22,14-Jun-24,516,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
73,SPY240614C00517000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,24.96,24,25.92,1,1,1.244553449,,1.758407513,0.951690744,1.234156824,-5974.00592,0.006550487,340,1,14-Jun-24,517,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
74,SPY240614C00518000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,23.725,22.5,24.95,1,1,0.940892098,,1.718535114,0.982094143,0.541690015,-1996.795428,0.003803013,846,4,14-Jun-24,518,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
75,SPY240614C00519000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,22.9,21.8,24,1,1,1.112181947,,1.68563813,0.955736156,1.150419223,-4979.994154,0.006832775,888,3,14-Jun-24,519,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
76,SPY240614C00520000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,22.01,21.13,22.89,1,1,1.155508171,,1.589990786,0.941445113,1.437527198,-6458.786284,0.008217881,2472,122,14-Jun-24,520,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
77,SPY240614C00521000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,20.385,19.48,21.29,1,1,,,1.275217734,1,0,0,0,2056,20,14-Jun-24,521,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
78,SPY240614C00522000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,19.64,19.02,20.26,1,1,,,1.212810906,1,0,0,0,1431,25,14-Jun-24,522,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
79,SPY240614C00523000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,18.375,17.5,19.25,1,1,,,1.160631146,1,0,0,0,1206,28,14-Jun-24,523,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
80,SPY240614C00524000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,17.76,17.15,18.37,1,1,0.777064282,,1.16951326,0.970306929,0.829581006,-2519.906377,0.007052103,3466,39,14-Jun-24,524,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
81,SPY240614C00525000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,16.615,16.24,16.99,1,1,,,0.9258171,1,0,0,0,4222,171,14-Jun-24,525,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
82,SPY240614C00526000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,15.48,15.1,15.86,1,1,,,0.793793856,1,0,0,0,2070,53,14-Jun-24,526,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
83,SPY240614C00527000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,14.75,14.22,15.28,1,1,0.653322817,,0.982356127,0.968182641,0.878462948,-2245.881474,0.008882034,2332,28,14-Jun-24,527,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
84,SPY240614C00527500,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,14.21,13.64,14.78,1,1,0.583025297,,0.957754077,0.977518319,0.6571618,-1506.659887,0.007445635,1711,4,14-Jun-24,527.5,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
85,SPY240614C00528000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,13.87,13.52,14.22,1,1,0.718153033,,0.90692652,0.94209264,1.425018816,-3987.441681,0.013107517,20440,72,14-Jun-24,528,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
86,SPY240614C00529000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,12.89,12.5,13.28,1,1,0.689160217,,0.883200111,0.935395261,1.55230881,-4167.207903,0.014879034,3078,1020,14-Jun-24,529,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
87,SPY240614C00530000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,11.665,11.33,12,1,1,0.405954928,,0.707663358,0.99090198,0.301291111,-496.0869153,0.004902587,5060,264,14-Jun-24,530,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
88,SPY240614C00531000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,10.695,10.09,11.3,1,1,0.437127071,,0.789399775,0.977489403,0.657875191,-1136.388818,0.009941516,2565,111,14-Jun-24,531,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
89,SPY240614C00532000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,9.19,8.59,9.79,1,1,,,0.494635779,1,0,0,0,4078,100,14-Jun-24,532,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
90,SPY240614C00533000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,8.78,8.73,8.83,1,1,0.446260535,0.405204403,0.479433257,0.944418144,1.379726553,-2407.599923,0.020423086,3920,257,14-Jun-24,533,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
91,SPY240614C00534000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,7.705,7.65,7.76,1,1,0.342012638,0.181831496,0.390658166,0.966709758,0.911896117,-1230.475467,0.01761246,14271,979,14-Jun-24,534,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
92,SPY240614C00535000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,6.75,6.69,6.81,1,1,0.342479255,0.288013209,0.380630267,0.94426466,1.382733943,-1856.669391,0.026669887,17080,1453,14-Jun-24,535,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
93,SPY240614C00536000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,5.725,5.67,5.78,1,1,0.283267799,0.224629621,0.319678085,0.948727293,1.294216011,-1442.282834,0.030180496,4979,1111,14-Jun-24,536,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
94,SPY240614C00537000,2024-06-14 15:28:47.574531+00:00,SPY,541.6500032,541.6500032,1,4.75,4.7,4.8,1,1,0.258727291,0.223337736,0.285786545,0.929195367,1.666231802,-1691.843456,0.042541225,4876,963,14-Jun-24,537,C,2024-06-14 20:00:00+00:00,0.000515995,100,0.041920002
