,root,expiry,strike,optiontype,mid_price,bid_size,bid_price,ask_size,ask_price,open_interest,mark_price,exchange_time,ttm,mat_id
4765,SPXW,2024-05-31,4765,P,0.0,451,0.15,679,0.25,95,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4770,SPXW,2024-05-31,4770,C,0.0,2,527.3,40,543.1,130,535.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4770,SPXW,2024-05-31,4770,P,0.0,469,0.15,621,0.25,632,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4775,SPXW,2024-05-31,4775,C,0.0,1,521.7,40,538.4,63,530.05,2024-05-24 16:00:00,0.019634703196347032,31May2024
4775,SPXW,2024-05-31,4775,P,0.0,487,0.15,595,0.25,1264,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4780,SPXW,2024-05-31,4780,C,0.0,1,517.3,40,533.2,70,525.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4780,SPXW,2024-05-31,4780,P,0.0,505,0.15,640,0.25,578,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4785,SPXW,2024-05-31,4785,C,0.0,1,512.1,40,528.0,5,520.05,2024-05-24 16:00:00,0.019634703196347032,31May2024
4785,SPXW,2024-05-31,4785,P,0.0,533,0.15,622,0.25,668,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4790,SPXW,2024-05-31,4790,C,0.0,1,507.3,40,523.2,31,515.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4790,SPXW,2024-05-31,4790,P,0.0,551,0.15,545,0.25,532,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4795,SPXW,2024-05-31,4795,C,0.0,1,502.1,40,518.2,2,510.15000000000003,2024-05-24 16:00:00,0.019634703196347032,31May2024
4795,SPXW,2024-05-31,4795,P,0.0,570,0.15,533,0.25,237,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4800,SPXW,2024-05-31,4800,C,0.0,1,497.5,40,513.1,1879,505.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
4800,SPXW,2024-05-31,4800,P,0.0,589,0.15,526,0.25,13326,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4805,SPXW,2024-05-31,4805,C,0.0,1,492.3,40,508.2,4,500.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4805,SPXW,2024-05-31,4805,P,0.0,606,0.15,318,0.25,189,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4810,SPXW,2024-05-31,4810,C,0.0,1,486.9,40,503.1,119,495.0,2024-05-24 16:00:00,0.019634703196347032,31May2024
4810,SPXW,2024-05-31,4810,P,0.0,637,0.15,266,0.25,735,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4815,SPXW,2024-05-31,4815,C,0.0,1,482.6,40,498.2,0,490.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
4815,SPXW,2024-05-31,4815,P,0.0,644,0.15,286,0.25,514,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4820,SPXW,2024-05-31,4820,C,0.0,1,477.4,40,493.2,32,485.29999999999995,2024-05-24 16:00:00,0.019634703196347032,31May2024
4820,SPXW,2024-05-31,4820,P,0.0,674,0.15,185,0.25,265,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4825,SPXW,2024-05-31,4825,C,0.0,1,472.4,40,488.5,317,480.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
4825,SPXW,2024-05-31,4825,P,0.0,694,0.15,185,0.25,9806,0.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
4830,SPXW,2024-05-31,4830,C,0.0,1,467.4,40,483.2,9,475.29999999999995,2024-05-24 16:00:00,0.019634703196347032,31May2024
4830,SPXW,2024-05-31,4830,P,0.0,35,0.2,135,0.25,300,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4835,SPXW,2024-05-31,4835,C,0.0,1,462.4,40,478.1,0,470.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4835,SPXW,2024-05-31,4835,P,0.0,35,0.2,135,0.25,460,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4840,SPXW,2024-05-31,4840,C,0.0,1,457.5,40,473.1,15,465.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
4840,SPXW,2024-05-31,4840,P,0.0,35,0.2,125,0.25,4306,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4845,SPXW,2024-05-31,4845,C,0.0,1,452.4,40,468.3,4,460.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
4845,SPXW,2024-05-31,4845,P,0.0,102,0.2,90,0.25,197,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4850,SPXW,2024-05-31,4850,C,0.0,2,446.3,40,463.3,237,454.8,2024-05-24 16:00:00,0.019634703196347032,31May2024
4850,SPXW,2024-05-31,4850,P,0.2,106,0.2,100,0.25,6592,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4855,SPXW,2024-05-31,4855,C,0.0,2,442.5,40,458.3,50,450.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
4855,SPXW,2024-05-31,4855,P,0.0,130,0.2,101,0.25,157,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4860,SPXW,2024-05-31,4860,C,0.0,1,437.4,40,453.3,38,445.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
4860,SPXW,2024-05-31,4860,P,0.2,375,0.2,74,0.25,360,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4865,SPXW,2024-05-31,4865,C,0.0,1,432.4,40,448.3,0,440.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
4865,SPXW,2024-05-31,4865,P,0.0,407,0.2,37,0.25,1001,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4870,SPXW,2024-05-31,4870,C,0.0,1,427.3,40,443.3,19,435.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
4870,SPXW,2024-05-31,4870,P,0.0,464,0.2,496,0.3,904,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4875,SPXW,2024-05-31,4875,C,0.0,1,422.5,40,438.3,132,430.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
4875,SPXW,2024-05-31,4875,P,0.0,437,0.2,1,0.25,1928,0.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
4880,SPXW,2024-05-31,4880,C,0.0,1,416.4,40,433.2,111,424.79999999999995,2024-05-24 16:00:00,0.019634703196347032,31May2024
4880,SPXW,2024-05-31,4880,P,0.0,495,0.2,490,0.3,547,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4885,SPXW,2024-05-31,4885,C,0.0,1,412.5,40,428.3,6,420.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
4885,SPXW,2024-05-31,4885,P,0.0,533,0.2,436,0.3,611,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4890,SPXW,2024-05-31,4890,C,0.0,1,407.5,40,423.3,99,415.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
4890,SPXW,2024-05-31,4890,P,0.0,550,0.2,428,0.3,661,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4895,SPXW,2024-05-31,4895,C,0.0,1,402.5,40,418.3,11,410.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
4895,SPXW,2024-05-31,4895,P,0.0,587,0.2,143,0.3,233,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4900,SPXW,2024-05-31,4900,C,0.0,1,397.5,40,413.6,1229,405.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
4900,SPXW,2024-05-31,4900,P,0.25,605,0.2,142,0.3,9286,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4905,SPXW,2024-05-31,4905,C,0.0,1,392.5,40,408.4,3,400.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
4905,SPXW,2024-05-31,4905,P,0.2,665,0.2,142,0.3,320,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4910,SPXW,2024-05-31,4910,C,0.0,1,387.5,40,403.4,130,395.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
4910,SPXW,2024-05-31,4910,P,0.0,685,0.2,142,0.3,568,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4915,SPXW,2024-05-31,4915,C,0.0,1,382.5,40,398.4,22,390.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
4915,SPXW,2024-05-31,4915,P,0.0,706,0.2,142,0.3,168,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4920,SPXW,2024-05-31,4920,C,0.0,2,377.5,40,393.4,59,385.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
4920,SPXW,2024-05-31,4920,P,0.0,716,0.2,142,0.3,4669,0.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
4925,SPXW,2024-05-31,4925,C,0.0,1,372.5,40,388.4,146,380.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
4925,SPXW,2024-05-31,4925,P,0.0,56,0.25,111,0.3,1509,0.275,2024-05-24 16:00:00,0.019634703196347032,31May2024
4930,SPXW,2024-05-31,4930,C,0.0,1,367.5,40,383.4,199,375.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
4930,SPXW,2024-05-31,4930,P,0.25,89,0.25,88,0.3,398,0.275,2024-05-24 16:00:00,0.019634703196347032,31May2024
4935,SPXW,2024-05-31,4935,C,0.0,1,362.5,40,378.4,87,370.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
4935,SPXW,2024-05-31,4935,P,0.0,118,0.25,139,0.3,294,0.275,2024-05-24 16:00:00,0.019634703196347032,31May2024
4940,SPXW,2024-05-31,4940,C,0.0,1,357.5,40,373.7,75,365.6,2024-05-24 16:00:00,0.019634703196347032,31May2024
4940,SPXW,2024-05-31,4940,P,0.0,150,0.25,81,0.3,4001,0.275,2024-05-24 16:00:00,0.019634703196347032,31May2024
4945,SPXW,2024-05-31,4945,C,0.0,1,352.6,40,368.7,44,360.65,2024-05-24 16:00:00,0.019634703196347032,31May2024
4945,SPXW,2024-05-31,4945,P,0.0,187,0.25,42,0.3,339,0.275,2024-05-24 16:00:00,0.019634703196347032,31May2024
4950,SPXW,2024-05-31,4950,C,0.0,1,347.6,40,363.4,967,355.5,2024-05-24 16:00:00,0.019634703196347032,31May2024
4950,SPXW,2024-05-31,4950,P,0.0,402,0.25,8,0.3,9598,0.275,2024-05-24 16:00:00,0.019634703196347032,31May2024
4955,SPXW,2024-05-31,4955,C,0.0,1,342.6,40,358.4,60,350.5,2024-05-24 16:00:00,0.019634703196347032,31May2024
4955,SPXW,2024-05-31,4955,P,0.3,451,0.25,546,0.35,452,0.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
4960,SPXW,2024-05-31,4960,C,0.0,1,337.6,40,353.7,167,345.65,2024-05-24 16:00:00,0.019634703196347032,31May2024
4960,SPXW,2024-05-31,4960,P,0.0,482,0.25,534,0.35,482,0.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
4965,SPXW,2024-05-31,4965,C,0.0,1,332.4,40,348.7,43,340.54999999999995,2024-05-24 16:00:00,0.019634703196347032,31May2024
4965,SPXW,2024-05-31,4965,P,0.3,506,0.25,465,0.35,404,0.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
4970,SPXW,2024-05-31,4970,C,0.0,1,327.6,40,343.5,126,335.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
4970,SPXW,2024-05-31,4970,P,0.0,530,0.25,466,0.35,728,0.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
4975,SPXW,2024-05-31,4975,C,0.0,1,322.6,40,338.8,167,330.70000000000005,2024-05-24 16:00:00,0.019634703196347032,31May2024
4975,SPXW,2024-05-31,4975,P,0.0,596,0.25,233,0.35,1537,0.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
4980,SPXW,2024-05-31,4980,C,0.0,1,317.6,40,333.5,170,325.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
4980,SPXW,2024-05-31,4980,P,0.0,48,0.3,142,0.35,1031,0.32499999999999996,2024-05-24 16:00:00,0.019634703196347032,31May2024
4985,SPXW,2024-05-31,4985,C,0.0,1,312.6,40,328.5,322,320.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
4985,SPXW,2024-05-31,4985,P,0.0,47,0.3,80,0.35,669,0.32499999999999996,2024-05-24 16:00:00,0.019634703196347032,31May2024
4990,SPXW,2024-05-31,4990,C,0.0,1,307.6,40,323.5,444,315.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
4990,SPXW,2024-05-31,4990,P,0.0,83,0.3,142,0.35,855,0.32499999999999996,2024-05-24 16:00:00,0.019634703196347032,31May2024
4995,SPXW,2024-05-31,4995,C,0.0,1,302.6,40,318.5,107,310.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
4995,SPXW,2024-05-31,4995,P,0.0,155,0.3,83,0.35,1125,0.32499999999999996,2024-05-24 16:00:00,0.019634703196347032,31May2024
5000,SPXW,2024-05-31,5000,C,0.0,1,296.9,40,313.8,11746,305.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
5000,SPXW,2024-05-31,5000,P,0.35,121,0.3,41,0.35,17421,0.32499999999999996,2024-05-24 16:00:00,0.019634703196347032,31May2024
5005,SPXW,2024-05-31,5005,C,0.0,1,292.7,40,308.8,87,300.75,2024-05-24 16:00:00,0.019634703196347032,31May2024
5005,SPXW,2024-05-31,5005,P,0.0,178,0.3,8,0.35,467,0.32499999999999996,2024-05-24 16:00:00,0.019634703196347032,31May2024
5010,SPXW,2024-05-31,5010,C,0.0,1,287.7,40,303.8,120,295.75,2024-05-24 16:00:00,0.019634703196347032,31May2024
5010,SPXW,2024-05-31,5010,P,0.0,434,0.3,370,0.4,827,0.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
5015,SPXW,2024-05-31,5015,C,0.0,1,282.8,40,298.6,66,290.70000000000005,2024-05-24 16:00:00,0.019634703196347032,31May2024
5015,SPXW,2024-05-31,5015,P,0.0,473,0.3,370,0.4,271,0.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
5020,SPXW,2024-05-31,5020,C,0.0,1,277.7,40,293.9,219,285.79999999999995,2024-05-24 16:00:00,0.019634703196347032,31May2024
5020,SPXW,2024-05-31,5020,P,0.0,511,0.3,364,0.4,4852,0.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
5025,SPXW,2024-05-31,5025,C,0.0,1,272.7,40,288.6,1219,280.65,2024-05-24 16:00:00,0.019634703196347032,31May2024
5025,SPXW,2024-05-31,5025,P,0.0,46,0.35,100,0.4,1231,0.375,2024-05-24 16:00:00,0.019634703196347032,31May2024
5030,SPXW,2024-05-31,5030,C,0.0,1,267.7,40,283.6,35,275.65,2024-05-24 16:00:00,0.019634703196347032,31May2024
5030,SPXW,2024-05-31,5030,P,0.4,82,0.35,117,0.4,469,0.375,2024-05-24 16:00:00,0.019634703196347032,31May2024
5035,SPXW,2024-05-31,5035,C,0.0,1,262.7,40,278.9,96,270.79999999999995,2024-05-24 16:00:00,0.019634703196347032,31May2024
5035,SPXW,2024-05-31,5035,P,0.0,108,0.35,42,0.4,495,0.375,2024-05-24 16:00:00,0.019634703196347032,31May2024
5040,SPXW,2024-05-31,5040,C,0.0,1,257.8,40,274.0,162,265.9,2024-05-24 16:00:00,0.019634703196347032,31May2024
5040,SPXW,2024-05-31,5040,P,0.0,149,0.35,8,0.4,488,0.375,2024-05-24 16:00:00,0.019634703196347032,31May2024
5045,SPXW,2024-05-31,5045,C,0.0,1,252.8,40,269.0,538,260.9,2024-05-24 16:00:00,0.019634703196347032,31May2024
5045,SPXW,2024-05-31,5045,P,0.0,403,0.35,426,0.45,737,0.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
5050,SPXW,2024-05-31,5050,C,0.0,1,246.7,40,263.7,4678,255.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
5050,SPXW,2024-05-31,5050,P,0.45,459,0.35,192,0.45,9121,0.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
5055,SPXW,2024-05-31,5055,C,0.0,2,242.9,40,259.1,104,251.0,2024-05-24 16:00:00,0.019634703196347032,31May2024
5055,SPXW,2024-05-31,5055,P,0.0,29,0.4,83,0.45,978,0.42500000000000004,2024-05-24 16:00:00,0.019634703196347032,31May2024
5060,SPXW,2024-05-31,5060,C,0.0,1,238.2,40,253.9,192,246.05,2024-05-24 16:00:00,0.019634703196347032,31May2024
5060,SPXW,2024-05-31,5060,P,0.0,136,0.4,41,0.45,888,0.42500000000000004,2024-05-24 16:00:00,0.019634703196347032,31May2024
5065,SPXW,2024-05-31,5065,C,0.0,1,232.8,40,249.1,130,240.95,2024-05-24 16:00:00,0.019634703196347032,31May2024
5065,SPXW,2024-05-31,5065,P,0.0,147,0.4,371,0.5,551,0.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
5070,SPXW,2024-05-31,5070,C,0.0,1,227.9,40,244.1,138,236.0,2024-05-24 16:00:00,0.019634703196347032,31May2024
5070,SPXW,2024-05-31,5070,P,0.0,412,0.4,314,0.5,946,0.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
5075,SPXW,2024-05-31,5075,C,0.0,2,223.1,2,242.6,963,232.85,2024-05-24 16:00:00,0.019634703196347032,31May2024
5075,SPXW,2024-05-31,5075,P,0.0,40,0.45,78,0.5,2952,0.475,2024-05-24 16:00:00,0.019634703196347032,31May2024
5080,SPXW,2024-05-31,5080,C,0.0,1,217.9,40,234.2,573,226.05,2024-05-24 16:00:00,0.019634703196347032,31May2024
5080,SPXW,2024-05-31,5080,P,0.0,137,0.45,40,0.5,569,0.475,2024-05-24 16:00:00,0.019634703196347032,31May2024
5085,SPXW,2024-05-31,5085,C,0.0,1,212.9,40,229.0,67,220.95,2024-05-24 16:00:00,0.019634703196347032,31May2024
5085,SPXW,2024-05-31,5085,P,0.5,357,0.45,394,0.55,817,0.5,2024-05-24 16:00:00,0.019634703196347032,31May2024
5090,SPXW,2024-05-31,5090,C,0.0,1,207.9,1,226.7,201,217.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
5090,SPXW,2024-05-31,5090,P,0.0,38,0.5,136,0.55,3351,0.525,2024-05-24 16:00:00,0.019634703196347032,31May2024
5095,SPXW,2024-05-31,5095,C,0.0,40,203.0,40,219.0,120,211.0,2024-05-24 16:00:00,0.019634703196347032,31May2024
5095,SPXW,2024-05-31,5095,P,0.6,113,0.5,7,0.55,552,0.525,2024-05-24 16:00:00,0.019634703196347032,31May2024
5100,SPXW,2024-05-31,5100,C,0.0,3,200.2,40,213.6,11257,206.89999999999998,2024-05-24 16:00:00,0.019634703196347032,31May2024
5100,SPXW,2024-05-31,5100,P,0.6,388,0.5,309,0.6,10792,0.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
5105,SPXW,2024-05-31,5105,C,0.0,1,195.9,40,211.3,978,203.60000000000002,2024-05-24 16:00:00,0.019634703196347032,31May2024
5105,SPXW,2024-05-31,5105,P,0.6,38,0.55,70,0.6,1006,0.575,2024-05-24 16:00:00,0.019634703196347032,31May2024
5110,SPXW,2024-05-31,5110,C,0.0,2,190.9,40,206.2,527,198.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
5110,SPXW,2024-05-31,5110,P,0.0,391,0.55,385,0.65,540,0.6000000000000001,2024-05-24 16:00:00,0.019634703196347032,31May2024
5115,SPXW,2024-05-31,5115,C,0.0,2,185.9,40,201.3,291,193.60000000000002,2024-05-24 16:00:00,0.019634703196347032,31May2024
5115,SPXW,2024-05-31,5115,P,0.0,33,0.6,89,0.65,596,0.625,2024-05-24 16:00:00,0.019634703196347032,31May2024
5120,SPXW,2024-05-31,5120,C,0.0,1,181.0,40,196.4,645,188.7,2024-05-24 16:00:00,0.019634703196347032,31May2024
5120,SPXW,2024-05-31,5120,P,0.0,343,0.6,298,0.7,329,0.6499999999999999,2024-05-24 16:00:00,0.019634703196347032,31May2024
5125,SPXW,2024-05-31,5125,C,0.0,2,176.0,40,191.3,1059,183.65,2024-05-24 16:00:00,0.019634703196347032,31May2024
5125,SPXW,2024-05-31,5125,P,0.0,68,0.65,40,0.7,1314,0.675,2024-05-24 16:00:00,0.019634703196347032,31May2024
5130,SPXW,2024-05-31,5130,C,0.0,2,171.0,40,186.4,185,178.7,2024-05-24 16:00:00,0.019634703196347032,31May2024
5130,SPXW,2024-05-31,5130,P,0.0,373,0.65,146,0.75,350,0.7,2024-05-24 16:00:00,0.019634703196347032,31May2024
5135,SPXW,2024-05-31,5135,C,0.0,1,166.1,40,181.4,144,173.75,2024-05-24 16:00:00,0.019634703196347032,31May2024
5135,SPXW,2024-05-31,5135,P,0.0,131,0.7,257,0.8,3674,0.75,2024-05-24 16:00:00,0.019634703196347032,31May2024
5140,SPXW,2024-05-31,5140,C,0.0,2,161.1,40,176.5,1934,168.8,2024-05-24 16:00:00,0.019634703196347032,31May2024
5140,SPXW,2024-05-31,5140,P,0.0,73,0.75,64,0.8,1154,0.775,2024-05-24 16:00:00,0.019634703196347032,31May2024
5145,SPXW,2024-05-31,5145,C,0.0,1,156.2,40,170.0,155,163.1,2024-05-24 16:00:00,0.019634703196347032,31May2024
5145,SPXW,2024-05-31,5145,P,0.0,32,0.8,32,0.85,456,0.825,2024-05-24 16:00:00,0.019634703196347032,31May2024
5150,SPXW,2024-05-31,5150,C,0.0,2,151.2,1,166.2,4622,158.7,2024-05-24 16:00:00,0.019634703196347032,31May2024
5150,SPXW,2024-05-31,5150,P,0.0,75,0.85,65,0.9,6841,0.875,2024-05-24 16:00:00,0.019634703196347032,31May2024
5155,SPXW,2024-05-31,5155,C,0.0,1,146.3,40,161.7,563,154.0,2024-05-24 16:00:00,0.019634703196347032,31May2024
5155,SPXW,2024-05-31,5155,P,0.95,74,0.9,31,0.95,635,0.925,2024-05-24 16:00:00,0.019634703196347032,31May2024
5160,SPXW,2024-05-31,5160,C,0.0,2,141.3,40,155.2,888,148.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
5160,SPXW,2024-05-31,5160,P,1.1,112,0.95,319,1.05,881,1.0,2024-05-24 16:00:00,0.019634703196347032,31May2024
5165,SPXW,2024-05-31,5165,C,0.0,2,136.4,40,152.0,138,144.2,2024-05-24 16:00:00,0.019634703196347032,31May2024
5165,SPXW,2024-05-31,5165,P,0.0,112,1.0,70,1.1,502,1.05,2024-05-24 16:00:00,0.019634703196347032,31May2024
5170,SPXW,2024-05-31,5170,C,0.0,1,131.5,40,145.4,626,138.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
5170,SPXW,2024-05-31,5170,P,1.15,162,1.1,284,1.2,844,1.15,2024-05-24 16:00:00,0.019634703196347032,31May2024
5175,SPXW,2024-05-31,5175,C,0.0,1,126.6,40,142.1,1021,134.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
5175,SPXW,2024-05-31,5175,P,1.28,50,1.2,38,1.25,3380,1.225,2024-05-24 16:00:00,0.019634703196347032,31May2024
5180,SPXW,2024-05-31,5180,C,0.0,1,121.7,2,137.4,398,129.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
5180,SPXW,2024-05-31,5180,P,0.0,100,1.3,54,1.35,853,1.3250000000000002,2024-05-24 16:00:00,0.019634703196347032,31May2024
5185,SPXW,2024-05-31,5185,C,0.0,2,116.8,1,131.8,284,124.30000000000001,2024-05-24 16:00:00,0.019634703196347032,31May2024
5185,SPXW,2024-05-31,5185,P,1.5,108,1.4,145,1.5,637,1.45,2024-05-24 16:00:00,0.019634703196347032,31May2024
5190,SPXW,2024-05-31,5190,C,0.0,2,111.9,40,127.6,2329,119.75,2024-05-24 16:00:00,0.019634703196347032,31May2024
5190,SPXW,2024-05-31,5190,P,1.6,55,1.55,162,1.65,803,1.6,2024-05-24 16:00:00,0.019634703196347032,31May2024
5195,SPXW,2024-05-31,5195,C,0.0,2,107.1,40,121.4,459,114.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
5195,SPXW,2024-05-31,5195,P,0.0,92,1.7,145,1.8,948,1.75,2024-05-24 16:00:00,0.019634703196347032,31May2024
5200,SPXW,2024-05-31,5200,C,0.0,1,102.3,1,118.0,11231,110.15,2024-05-24 16:00:00,0.019634703196347032,31May2024
5200,SPXW,2024-05-31,5200,P,1.95,115,1.85,151,2.0,11913,1.925,2024-05-24 16:00:00,0.019634703196347032,31May2024
5205,SPXW,2024-05-31,5205,C,104.16,43,100.1,1,108.8,371,104.44999999999999,2024-05-24 16:00:00,0.019634703196347032,31May2024
5205,SPXW,2024-05-31,5205,P,2.15,94,2.05,25,2.15,605,2.0999999999999996,2024-05-24 16:00:00,0.019634703196347032,31May2024
5210,SPXW,2024-05-31,5210,C,0.0,2,95.7,40,105.1,384,100.4,2024-05-24 16:00:00,0.019634703196347032,31May2024
5210,SPXW,2024-05-31,5210,P,2.39,118,2.25,103,2.45,1376,2.35,2024-05-24 16:00:00,0.019634703196347032,31May2024
5215,SPXW,2024-05-31,5215,C,0.0,1,91.0,1,99.3,414,95.15,2024-05-24 16:00:00,0.019634703196347032,31May2024
5215,SPXW,2024-05-31,5215,P,2.6,224,2.5,21,2.7,401,2.6,2024-05-24 16:00:00,0.019634703196347032,31May2024
5220,SPXW,2024-05-31,5220,C,0.0,1,86.3,40,95.7,722,91.0,2024-05-24 16:00:00,0.019634703196347032,31May2024
5220,SPXW,2024-05-31,5220,P,0.0,199,2.8,23,3.0,1436,2.9,2024-05-24 16:00:00,0.019634703196347032,31May2024
5225,SPXW,2024-05-31,5225,C,0.0,2,81.6,40,90.9,3803,86.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
5225,SPXW,2024-05-31,5225,P,3.32,62,3.1,69,3.4,3206,3.25,2024-05-24 16:00:00,0.019634703196347032,31May2024
5230,SPXW,2024-05-31,5230,C,0.0,1,77.0,41,86.4,590,81.7,2024-05-24 16:00:00,0.019634703196347032,31May2024
5230,SPXW,2024-05-31,5230,P,3.6,5,3.4,23,3.8,1379,3.5999999999999996,2024-05-24 16:00:00,0.019634703196347032,31May2024
5235,SPXW,2024-05-31,5235,C,0.0,2,72.4,1,81.8,314,77.1,2024-05-24 16:00:00,0.019634703196347032,31May2024
5235,SPXW,2024-05-31,5235,P,4.12,8,4.0,23,4.2,413,4.1,2024-05-24 16:00:00,0.019634703196347032,31May2024
5240,SPXW,2024-05-31,5240,C,0.0,1,67.9,40,77.2,812,72.55000000000001,2024-05-24 16:00:00,0.019634703196347032,31May2024
5240,SPXW,2024-05-31,5240,P,4.6,5,4.3,17,4.7,1598,4.5,2024-05-24 16:00:00,0.019634703196347032,31May2024
5245,SPXW,2024-05-31,5245,C,0.0,2,63.4,41,72.8,542,68.1,2024-05-24 16:00:00,0.019634703196347032,31May2024
5245,SPXW,2024-05-31,5245,P,5.0,9,5.0,22,5.2,565,5.1,2024-05-24 16:00:00,0.019634703196347032,31May2024
5250,SPXW,2024-05-31,5250,C,0.0,1,59.0,1,68.1,7183,63.55,2024-05-24 16:00:00,0.019634703196347032,31May2024
5250,SPXW,2024-05-31,5250,P,5.7,5,5.4,11,5.8,7702,5.6,2024-05-24 16:00:00,0.019634703196347032,31May2024
5255,SPXW,2024-05-31,5255,C,0.0,2,54.6,1,63.7,410,59.150000000000006,2024-05-24 16:00:00,0.019634703196347032,31May2024
5255,SPXW,2024-05-31,5255,P,6.4,5,6.1,21,6.5,634,6.3,2024-05-24 16:00:00,0.019634703196347032,31May2024
5260,SPXW,2024-05-31,5260,C,0.0,1,50.4,1,59.5,1393,54.95,2024-05-24 16:00:00,0.019634703196347032,31May2024
5260,SPXW,2024-05-31,5260,P,7.34,15,6.8,10,7.3,1269,7.05,2024-05-24 16:00:00,0.019634703196347032,31May2024
